Task,Method,Model,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,R2_mean,R2_std,Pearson_mean,Pearson_std,MaxAE_mean,MaxAE_std,MedAE_mean,MedAE_std
SOH_50to50,GAN,LSTM,0.0680404401560959,0.0006482050106587293,0.08101225382510054,0.0008098917700044219,7.740456724373795,0.07284538876552263,-1.726683682772761,0.05458013082597687,0.3337947242317213,0.008320106432785497,0.23570369229376614,0.004824662464424197,0.06375788279424772,0.0005019862179139985
SOH_50to50,GAN,Transformer,0.01675868215605069,0.00030570677554339783,0.021435188086762137,0.00037064080087896643,1.9261193512866375,0.034260483903736594,0.8090699205259749,0.006597339662080939,0.9007008888260952,0.003600928221382099,0.09339062645445553,0.0056608928449746404,0.014091219579144188,0.00034412005638843516
SOH_50to50,GAN,PatchTST,0.01941273122355819,0.0019313663205380598,0.024584845766553384,0.0021464313754006024,2.2211987086767904,0.2194161614006637,0.7469986887028897,0.045359076366170994,0.8709652026955934,0.02268065693419789,0.11140958969609549,0.006994380735047923,0.01630150763296586,0.0018090844725140004
SOH_50to50,GAN,Informer,0.016691778305653802,0.0016354371357160521,0.021590388058835282,0.002096104513248616,1.9185295349552327,0.18737460201478684,0.8045277550802373,0.0357244208646547,0.8996744305973692,0.018221509668381018,0.10450893821870275,0.015667769954991726,0.013823769003748033,0.001479200532805617
SOH_50to50,GAN,iTransformer,0.017057699422096985,0.00025800856051975057,0.02222897012871142,0.00027771238612932665,1.9597626347182775,0.028918643615821048,0.7946964818049678,0.005140119700082755,0.8936234281334743,0.002451696385240851,0.09522086372372676,0.009272282271335794,0.013683262152777254,0.00046224390416899807
SOH_50to50,VAE,MLP,0.015775344494101166,0.00046687099014473116,0.019905639117950846,0.0004043689781093258,1.8086784002360752,0.05033440836408666,0.8353273922195947,0.006679186352822217,0.9356878248548053,0.0048770795027942675,0.09788173849125328,0.001987986807144489,0.014223887137700054,0.0008122499977097251
SOH_50to50,VAE,CNN,0.012845215081272579,0.001278861873248462,0.016971583032964442,0.001623469828070862,1.4790837960946348,0.14797411556796963,0.8792490479762124,0.02255756899800242,0.9419611488002158,0.009343269509355146,0.09763048282593072,0.009406271600835589,0.010736537928597734,0.0010733237413543448
SOH_50to50,VAE,RNN,0.018244256949172123,0.0001682865365620325,0.024021204883282143,0.00026422497183652534,2.1088815550016293,0.016941408193221486,0.7602646677186463,0.005276130129224958,0.9018916377685631,0.002537753448041435,0.11261612377351157,0.002506086137528583,0.014654136537661622,0.0004509761196844885
SOH_50to50,VAE,LSTM,0.019111236754596455,0.00013929204649857458,0.02516536130911341,0.00011716588701204382,2.2068615408080072,0.014935712809227154,0.7369091879574434,0.0024524312354401692,0.8864742084666857,0.0006562404652082582,0.11637963617769435,0.0006743502222766818,0.015322914923295072,0.0002510970184611827
SOH_50to50,VAE,Transformer,0.017910411418597214,0.001560043288028888,0.024154319084224878,0.0021098597221225184,2.072475701048198,0.18419715232918768,0.7557803740028898,0.0426218721291779,0.8777513841866605,0.01673049202473973,0.11628653536017357,0.009719140116794464,0.013781989440239761,0.0010690273283064813
SOH_50to50,VAE,PatchTST,0.020616312490434562,0.0007418728802840031,0.02710195612239128,0.0010463789320654317,2.374599928571452,0.08215330607093245,0.6944107283422152,0.02337608272865596,0.84149696392645,0.01275130845347974,0.11485447336672287,0.007246717802763894,0.01611730933986998,0.0006379491318626951
SOH_50to50,VAE,Informer,0.018147599678314585,0.00047893143390686355,0.023681939842259924,0.0004760270649783382,2.097408353969839,0.0529142127909734,0.7669227351786827,0.009294293915167206,0.8781188762774894,0.005679532090342473,0.11264630962247543,0.006123585637991171,0.014740342200356027,0.0010310102047832602
SOH_50to50,VAE,iTransformer,0.019145631953328964,0.0008350435947475196,0.02499310278257947,0.001011818006073988,2.199848742145433,0.09212593082861315,0.7400789338089631,0.020608856233054907,0.8671669946556838,0.009470375554227634,0.11117992822768101,0.0038881652142921876,0.015707109586730217,0.0012750405630272603
SOH_50to50,GaussianNoise,MLP,0.011764995135188767,9.692548580998142e-05,0.015124243813388515,0.00017111505960541745,1.355275270745449,0.01099566757893359,0.9049629700482434,0.0021415790589505,0.9514728868731167,0.0010876613373699262,0.07435595114376492,0.0020845086680161737,0.010135409951613761,9.955911582913068e-05
SOH_50to50,GaussianNoise,CNN,0.011010141991537535,0.00019598260825810887,0.01437724922989013,0.00016748966409893767,1.2685950439940183,0.023092429838370492,0.9141183330206456,0.0019990259162574195,0.9563613092632821,0.0010893710630737441,0.07117254047742619,0.0021815159103707954,0.009113403140234521,0.00035114912609336273
SOH_50to50,GaussianNoise,RNN,0.011894780813227248,0.00013446562503597774,0.015177906126054208,0.00015482237734523353,1.3700225342311372,0.01463617760466253,0.9042896645922769,0.001961342605168372,0.9513293334799853,0.0009996087074527363,0.07386556017941288,0.002354712444937985,0.010165375993545289,0.00015705345100772795
